id,carat,cut,color,clarity,x,y,z,depth,table,price
52593,0.31,Ideal,F,VVS1,4.44,4.41,2.68,60.6,56.0,1140
52594,0.53,Ideal,D,SI1,5.28,5.31,3.2,60.4,57.0,2021
52595,0.41,Premium,E,VS1,4.79,4.83,2.92,60.7,58.0,1079
52596,0.58,Ideal,G,VS1,5.43,5.48,3.3,60.6,56.0,1899
52597,0.91,Premium,E,SI2,6.24,6.2,3.8,61.1,59.0,3639
52598,0.31,Ideal,H,VS1,4.32,4.34,2.67,61.7,57.0,544
52599,0.31,Ideal,E,VS2,4.41,4.37,2.7,61.5,55.0,872
52600,0.53,Very Good,F,SI1,5.19,5.24,3.26,62.5,57.0,1322
52601,1.17,Ideal,F,SI1,6.77,6.82,4.15,61.1,56.0,6828
52602,1.11,Premium,D,I1,6.63,6.66,4.11,61.9,58.0,3589
52603,0.32,Premium,G,SI1,4.46,4.43,2.65,59.6,60.0,612
52604,1.0,Good,D,SI1,6.35,6.4,4.07,63.8,53.0,4928
52605,0.32,Ideal,H,SI1,4.4,4.43,2.7,61.0,56.6,471
52606,0.9,Very Good,D,SI1,6.21,6.24,3.76,60.4,59.0,4846
52607,0.34,Good,F,VS2,4.44,4.48,2.87,64.3,53.0,589
52608,0.7,Premium,I,VVS1,5.69,5.65,3.47,61.2,59.0,2536
52609,0.55,Premium,F,VS2,5.29,5.25,3.25,61.7,56.0,1819
52610,0.78,Fair,F,SI2,5.83,5.78,3.75,64.6,53.0,2312
52611,0.61,Ideal,E,VVS1,5.5,5.55,3.31,59.9,61.0,3212
52612,0.72,Ideal,F,VS2,5.78,5.8,3.55,61.3,56.0,3151
52613,0.91,Premium,F,SI2,6.22,6.29,3.86,61.7,58.0,3609
52614,1.7,Premium,F,SI1,7.63,7.59,4.74,62.3,58.0,13766
52615,0.39,Ideal,F,VS1,4.65,4.69,2.91,62.3,57.0,958
52616,0.9,Very Good,F,SI2,6.14,6.16,3.81,62.0,61.0,3770
52617,0.38,Premium,D,VS2,4.66,4.62,2.86,61.6,59.0,998
52618,0.7,Premium,E,SI1,5.78,5.75,3.38,58.6,60.0,2657
52619,0.3,Ideal,E,VS1,4.3,4.28,2.68,62.5,56.0,778
52620,1.13,Ideal,F,I1,6.76,6.71,4.12,61.2,56.0,3366
52621,1.52,Fair,J,SI2,7.18,7.11,4.7,65.8,57.0,5916
52622,0.32,Ideal,G,IF,4.38,4.42,2.72,61.8,55.0,898
52623,1.05,Ideal,F,SI1,6.54,6.5,4.04,62.0,55.0,5557
52624,0.7,Ideal,E,VS1,5.65,5.7,3.56,62.7,57.0,3016
52625,0.4,Ideal,E,VS1,4.75,4.78,2.97,61.1,57.0,1291
52626,1.02,Ideal,F,VS1,6.45,6.52,3.98,61.2,57.0,8024
52627,0.77,Premium,G,VS2,5.91,5.81,3.59,61.3,60.0,2846
52628,2.09,Premium,H,SI1,8.32,8.25,5.01,60.5,61.0,12063
52629,0.57,Ideal,E,VVS1,5.29,5.33,3.31,62.3,53.5,2632
52630,2.22,Very Good,I,SI1,8.29,8.35,5.19,62.4,55.0,17160
52631,0.55,Ideal,D,VVS2,5.26,5.28,3.24,61.5,56.0,3468
52632,1.05,Good,F,SI1,6.68,6.73,3.88,57.9,62.0,4729
52633,0.39,Ideal,E,VS2,4.73,4.7,2.85,60.4,56.0,985
52634,1.21,Premium,H,VS2,6.9,6.83,4.19,61.0,58.0,7142
52635,0.51,Ideal,D,VS2,5.13,5.11,3.17,61.9,57.0,1882
52636,0.4,Very Good,D,SI2,4.67,4.65,2.94,63.1,56.0,798
52637,0.73,Premium,E,VS1,5.77,5.83,3.55,61.2,58.0,3370
52638,1.57,Ideal,H,VS2,7.47,7.5,4.61,61.5,54.0,12809
52639,0.53,Very Good,D,IF,5.22,5.28,3.14,59.8,60.0,3827
52640,0.4,Very Good,H,VVS2,4.83,4.85,2.89,59.7,57.0,882
52641,0.31,Ideal,I,VVS1,4.37,4.4,2.73,62.3,54.0,557
52642,1.1,Ideal,H,VVS2,6.59,6.63,4.1,62.0,56.0,7267
52643,0.3,Ideal,D,VVS2,4.31,4.32,2.66,61.6,57.0,814
52644,0.82,Ideal,F,SI1,5.95,5.99,3.74,62.6,56.0,3251
52645,1.21,Ideal,G,VVS1,6.83,6.89,4.22,61.5,56.0,11572
52646,2.0,Very Good,J,SI2,8.02,8.05,5.04,62.8,57.0,11510
52647,0.33,Ideal,H,IF,4.47,4.49,2.77,61.8,54.0,838
52648,0.98,Premium,I,I1,6.31,6.25,3.93,62.5,60.0,2064
52649,0.56,Ideal,G,VS2,5.33,5.36,3.24,60.6,57.0,1580
52650,0.56,Ideal,G,VS2,5.34,5.36,3.26,60.9,56.0,1662
52651,0.5,Good,G,VVS2,5.06,5.02,3.23,64.1,56.0,1791
52652,1.29,Premium,I,SI1,7.03,6.98,4.34,62.0,59.0,6140
52653,0.72,Ideal,F,SI2,5.72,5.76,3.56,62.0,57.0,2359
52654,0.34,Premium,I,SI1,4.49,4.45,2.74,61.3,61.0,574
52655,1.01,Premium,H,VS2,6.45,6.41,3.94,61.3,59.0,5260
52656,0.31,Ideal,G,VS2,4.34,4.31,2.72,62.9,57.0,698
52657,0.31,Premium,E,VS1,4.37,4.36,2.64,60.5,59.0,942
52658,0.61,Ideal,D,VVS1,5.46,5.43,3.38,62.1,56.0,4279
52659,1.2,Very Good,H,SI1,6.76,6.8,4.23,62.4,57.0,5868
52660,0.5,Good,G,VVS2,5.04,5.08,3.22,63.6,57.0,1764
52661,2.74,Very Good,J,SI2,8.87,8.9,5.46,61.5,62.0,17164
52662,0.42,Ideal,D,SI1,4.83,4.84,3.0,62.0,55.0,810
52663,0.41,Ideal,E,VS1,4.79,4.76,2.95,61.8,57.0,1153
52664,0.7,Premium,J,SI1,5.66,5.73,3.51,61.6,58.0,1666
52665,0.34,Ideal,F,VS1,4.53,4.57,2.78,61.1,55.0,764
52666,0.32,Ideal,D,VVS2,4.47,4.5,2.72,60.6,56.0,1066
52667,1.18,Ideal,I,VS1,6.79,6.73,4.24,62.6,55.0,6661
52668,0.7,Fair,H,SI1,5.58,5.54,3.63,65.3,55.0,1865
52669,1.0,Good,H,VS1,6.4,6.31,3.93,61.8,61.0,5219
52670,0.44,Ideal,E,VVS2,4.95,4.9,3.0,60.9,57.0,1334
52671,1.5,Premium,E,VS2,7.48,7.4,4.42,59.4,62.0,12587
52672,0.91,Very Good,F,VS1,6.19,6.14,3.89,63.1,59.0,4423
52673,0.3,Ideal,I,VS1,4.35,4.37,2.66,61.0,56.0,473
52674,0.3,Ideal,F,VS1,4.31,4.34,2.66,61.5,55.0,612
52675,0.41,Premium,E,VS1,4.77,4.8,2.9,60.6,59.0,1079
52676,1.01,Good,H,SI1,6.17,6.21,4.0,64.6,56.0,4274
52677,1.14,Very Good,E,SI2,6.63,6.69,4.17,62.6,56.0,4915
52678,0.71,Fair,D,SI1,5.59,5.56,3.63,65.1,59.0,2352
52679,0.7,Ideal,F,SI1,5.72,5.75,3.54,61.7,54.0,2662
52680,0.42,Premium,H,SI1,4.84,4.85,2.95,60.9,58.0,700
52681,1.52,Premium,D,SI1,7.38,7.36,4.51,61.2,62.0,10512
52682,0.3,Premium,H,VS2,4.29,4.25,2.69,63.0,59.0,608
52683,0.37,Very Good,F,SI1,4.57,4.61,2.86,62.3,59.0,616
52684,1.16,Ideal,H,SI2,6.78,6.79,4.15,61.1,56.0,5509
52685,0.56,Ideal,D,SI1,5.24,5.26,3.27,62.3,57.0,1578
52686,0.9,Premium,H,VS2,6.17,6.12,3.8,61.8,58.0,4082
52687,0.75,Premium,J,VS1,5.88,5.84,3.61,61.6,57.0,1998
52688,0.37,Premium,G,SI1,4.61,4.54,2.84,62.1,60.0,708
52689,0.78,Very Good,H,SI2,5.85,5.89,3.68,62.7,56.0,2316
52690,1.55,Premium,G,SI1,7.47,7.45,4.46,59.8,59.0,9600
52691,0.41,Ideal,F,VS1,4.76,4.74,2.95,62.1,56.0,1076
52692,0.7,Very Good,H,SI2,5.62,5.65,3.54,62.8,59.0,2034
52693,0.91,Very Good,G,VS1,6.13,6.07,3.85,63.1,61.0,4536
52694,0.36,Very Good,E,SI1,4.54,4.49,2.85,63.1,58.0,810
52695,1.52,Ideal,G,VVS1,7.4,7.38,4.54,61.4,57.0,16492
52696,0.58,Ideal,E,VVS2,5.37,5.4,3.33,61.8,57.0,2694
52697,1.5,Premium,G,SI2,7.39,7.33,4.47,60.7,58.0,8316
52698,0.3,Premium,F,VS1,4.31,4.29,2.6,60.5,60.0,844
52699,1.15,Premium,E,SI2,6.73,6.67,4.18,62.3,58.0,4688
52700,0.31,Ideal,F,SI1,4.43,4.4,2.67,60.5,57.0,663
52701,0.31,Ideal,G,VVS1,4.41,4.43,2.63,59.5,56.0,816
52702,2.05,Very Good,I,SI2,8.1,8.12,5.09,62.8,56.0,14071
52703,1.13,Premium,H,VS2,6.73,6.65,4.13,61.7,56.0,5728
52704,1.02,Ideal,G,VS1,6.48,6.5,3.96,61.0,57.0,7324
52705,0.52,Ideal,E,VS2,5.21,5.2,3.19,61.3,54.0,1646
52706,1.51,Premium,H,VVS1,7.42,7.4,4.49,60.6,60.0,12336
52707,0.91,Very Good,I,VS2,6.07,6.15,3.85,63.0,58.0,3340
52708,0.62,Premium,D,SI2,5.48,5.45,3.39,62.0,59.0,1777
52709,0.77,Very Good,G,SI1,5.95,6.03,3.5,58.4,63.0,2635
52710,0.72,Ideal,I,VVS1,5.68,5.77,3.6,62.9,57.0,2493
52711,1.01,Very Good,D,SI1,6.37,6.43,3.93,61.4,59.0,6270
52712,0.33,Premium,H,VS1,4.45,4.5,2.73,61.0,59.0,579
52713,0.32,Ideal,D,VS1,4.38,4.41,2.7,61.4,56.0,720
52714,0.9,Very Good,E,SI1,6.14,6.2,3.81,61.8,60.0,4054
52715,1.02,Ideal,D,SI1,6.49,6.45,4.03,62.3,56.0,5266
52716,0.41,Good,E,VS2,4.63,4.66,2.93,63.1,64.0,910
52717,1.5,Fair,D,VS2,7.12,7.1,4.65,65.4,53.0,12606
52718,0.72,Ideal,E,VS2,5.77,5.81,3.56,61.5,56.0,3601
52719,1.52,Very Good,D,SI2,7.31,7.25,4.6,63.2,58.0,9030
52720,0.31,Ideal,G,VVS2,4.33,4.27,2.67,62.1,56.0,907
52721,0.31,Good,I,VS1,4.28,4.3,2.74,63.9,56.0,489
52722,2.29,Ideal,J,SI2,8.39,8.43,5.24,62.3,57.0,13200
52723,0.3,Ideal,E,VS1,4.37,4.31,2.67,61.5,56.0,911
52724,0.54,Very Good,F,VS1,5.31,5.26,3.17,60.0,61.0,1657
52725,0.4,Very Good,H,VVS1,4.73,4.77,2.95,62.3,55.0,1139
52726,0.51,Premium,E,SI1,5.16,5.13,3.15,61.2,61.0,1402
52727,0.73,Very Good,E,SI2,5.88,5.95,3.51,59.3,57.0,2395
52728,0.7,Premium,F,VS2,5.68,5.64,3.52,62.2,59.0,2648
52729,0.33,Ideal,F,VVS2,4.46,4.51,2.73,60.9,57.0,761
52730,0.59,Ideal,F,VVS2,5.45,5.43,3.33,61.2,56.0,2345
52731,0.23,Very Good,E,VVS2,3.92,3.88,2.47,63.3,56.0,680
52732,0.3,Premium,E,SI1,4.29,4.27,2.64,61.7,56.0,675
52733,0.32,Very Good,H,SI1,4.42,4.36,2.77,63.1,54.0,576
52734,0.4,Ideal,G,VS2,4.73,4.78,2.91,61.2,57.0,807
52735,0.31,Ideal,H,SI1,4.31,4.35,2.7,62.4,55.0,464
52736,0.71,Ideal,G,VVS1,5.76,5.8,3.53,61.1,57.0,3955
52737,1.22,Ideal,I,SI1,6.85,6.82,4.22,61.7,57.0,6012
52738,0.34,Premium,F,SI2,4.55,4.58,2.74,60.0,58.0,447
52739,1.03,Ideal,G,SI1,6.54,6.58,4.01,61.1,57.0,5147
52740,1.06,Ideal,I,VS2,6.57,6.52,4.02,61.4,57.0,4405
52741,1.16,Very Good,D,SI1,6.72,6.78,4.17,61.8,58.0,5695
52742,1.12,Ideal,J,VS2,6.55,6.52,4.11,62.9,57.0,3638
52743,1.52,Very Good,J,VVS1,7.26,7.33,4.64,63.6,56.0,9593
52744,0.7,Premium,F,SI1,5.77,5.84,3.51,60.5,58.0,2264
52745,1.41,Good,G,SI1,7.13,7.03,4.51,63.7,57.0,7738
52746,1.06,Ideal,G,VS1,6.53,6.56,4.04,61.7,55.0,8093
52747,1.04,Very Good,G,VVS2,6.39,6.5,4.05,62.8,54.0,7481
52748,1.06,Premium,I,SI2,6.7,6.65,3.9,58.4,58.0,4007
52749,1.0,Good,E,VVS2,6.32,6.29,4.04,64.1,57.0,7692
52750,1.56,Premium,G,VS1,7.53,7.49,4.57,60.9,58.0,14268
52751,0.34,Ideal,E,VS1,4.49,4.44,2.77,62.0,57.0,881
52752,0.77,Premium,F,VS1,5.82,5.88,3.67,62.7,58.0,3357
52753,0.36,Premium,E,SI2,4.61,4.56,2.82,61.5,58.0,648
52754,0.31,Ideal,H,VVS2,4.36,4.38,2.72,62.3,54.0,630
52755,0.3,Premium,I,VS1,4.28,4.23,2.62,61.6,61.0,567
52756,0.56,Ideal,H,VS1,5.26,5.31,3.28,62.2,55.3,1691
52757,0.3,Ideal,H,VVS1,4.28,4.31,2.68,62.4,53.0,684
52758,2.02,Good,I,SI1,7.85,7.99,5.09,64.3,56.0,13286
52759,0.4,Ideal,E,VVS2,4.73,4.77,2.93,61.7,57.0,988
52760,0.3,Ideal,E,VVS2,4.36,4.34,2.67,61.4,55.0,1125
52761,1.56,Premium,H,VS2,7.41,7.44,4.62,62.2,58.0,10424
52762,0.9,Very Good,G,SI1,6.14,6.17,3.77,61.3,60.0,3841
52763,0.81,Ideal,D,SI2,5.96,5.99,3.7,61.9,54.0,3160
52764,1.3,Very Good,H,VS2,6.93,6.96,4.34,62.5,59.0,7092
52765,0.73,Very Good,E,SI1,5.92,5.96,3.43,57.7,61.0,2844
52766,1.01,Premium,E,VS2,6.38,6.33,3.96,62.3,59.0,5430
52767,2.03,Ideal,I,SI1,8.06,8.11,5.06,62.6,55.0,14548
52768,1.43,Fair,I,VS1,7.73,7.25,3.93,50.8,60.0,6727
52769,0.72,Ideal,F,VS2,5.75,5.73,3.57,62.2,56.0,2956
52770,2.14,Premium,H,SI2,8.27,8.19,5.1,62.0,60.0,16723
52771,0.33,Premium,D,VS2,4.52,4.46,2.73,60.8,60.0,762
52772,1.34,Premium,G,SI2,7.11,7.06,4.26,60.1,61.0,4953
52773,0.32,Very Good,H,VS2,4.35,4.38,2.75,63.0,57.0,505
52774,0.41,Very Good,J,VS2,4.73,4.7,2.99,63.4,56.0,784
52775,3.04,Premium,I,SI2,9.51,9.46,5.62,59.3,60.0,18559
52776,0.41,Good,E,VS1,4.67,4.7,2.94,62.8,58.0,827
52777,0.34,Ideal,G,VVS2,4.48,4.52,2.75,61.1,57.0,775
52778,1.0,Premium,F,SI1,6.55,6.49,3.9,59.8,59.0,5151
52779,1.08,Ideal,J,SI1,6.55,6.58,4.06,61.8,56.2,4443
52780,0.83,Very Good,E,SI1,6.01,6.04,3.74,62.1,58.0,3002
52781,0.34,Ideal,I,VS2,4.53,4.55,2.79,61.5,55.0,495
52782,2.61,Ideal,I,SI2,8.85,8.73,5.46,62.1,56.0,18756
52783,0.36,Premium,E,VS1,4.56,4.58,2.8,61.3,58.0,852
52784,0.5,Very Good,F,VS2,5.04,5.07,3.17,62.7,56.0,1396
52785,0.52,Ideal,G,VS1,5.14,5.17,3.2,62.1,54.0,1621
52786,1.03,Ideal,H,SI2,6.43,6.36,4.0,62.4,57.0,3172
52787,0.5,Fair,F,I1,5.08,4.97,3.21,63.8,58.0,713
52788,0.4,Very Good,G,SI1,4.66,4.7,2.94,62.8,60.0,702
52789,0.71,Premium,H,VS1,5.83,5.77,3.55,61.2,57.0,2572
52790,1.01,Premium,G,SI1,6.43,6.48,3.97,61.5,59.0,4916
52791,0.4,Premium,D,SI2,4.69,4.74,2.91,61.7,58.0,666
52792,1.23,Premium,J,VS1,6.82,6.79,4.27,62.7,58.0,5510
52793,1.07,Premium,G,VS1,6.76,6.65,3.93,58.6,60.0,6730
52794,0.47,Ideal,G,SI2,4.96,5.01,3.11,62.4,55.0,784
52795,1.01,Premium,G,SI1,6.59,6.51,3.85,58.8,58.0,4395
52796,0.31,Ideal,D,SI1,4.37,4.49,2.71,61.2,55.0,571
52797,0.42,Ideal,E,VS2,4.85,4.81,2.96,61.3,56.0,1024
52798,0.9,Good,I,VS1,6.11,6.18,3.86,62.8,59.0,3447
52799,0.7,Ideal,F,SI1,5.72,5.74,3.53,61.6,55.0,2806
52800,1.04,Premium,E,VVS2,6.45,6.42,4.04,62.8,58.0,9882
52801,2.01,Premium,J,SI2,8.05,8.1,5.04,62.4,59.0,12105
52802,0.7,Fair,H,VS2,5.42,5.38,3.66,67.8,56.0,2351
52803,1.51,Premium,E,VS2,7.46,7.37,4.5,60.7,60.0,14844
52804,1.6,Very Good,G,VS2,7.55,7.59,4.62,61.0,57.0,14383
52805,0.3,Very Good,D,SI2,4.26,4.31,2.63,61.4,59.0,447
52806,1.01,Premium,H,SI2,6.46,6.41,3.93,61.1,60.0,3054
52807,0.82,Premium,I,VS2,6.03,5.97,3.73,62.2,59.0,2716
52808,1.51,Fair,I,SI2,7.14,7.0,4.7,66.0,57.0,6156
52809,0.35,Very Good,H,SI1,4.53,4.51,2.86,63.3,54.0,647
52810,0.36,Premium,D,VS2,4.63,4.6,2.79,60.5,58.0,1094
52811,0.37,Good,D,VS1,4.67,4.73,2.92,62.1,54.0,825
52812,0.91,Very Good,F,SI2,6.2,6.22,3.8,61.2,59.0,3688
52813,1.52,Premium,D,SI1,7.57,7.52,4.41,58.4,60.0,12342
52814,0.8,Good,E,VS1,6.04,6.01,3.63,60.2,54.0,4444
52815,0.3,Very Good,E,VS2,4.27,4.29,2.66,62.1,59.0,658
52816,0.5,Premium,E,SI2,5.13,5.05,3.06,60.1,60.0,1262
52817,0.84,Very Good,G,VS2,6.04,6.07,3.74,61.8,57.0,3596
52818,0.72,Ideal,G,SI1,5.72,5.75,3.55,61.8,56.0,2776
52819,2.0,Premium,I,VS2,8.02,8.07,4.88,60.7,60.0,16544
52820,0.34,Ideal,D,SI1,4.45,4.48,2.8,62.7,56.0,626
52821,0.74,Ideal,G,VS2,5.82,5.85,3.57,61.2,56.0,3434
52822,0.3,Premium,H,SI1,4.31,4.29,2.63,61.2,60.0,540
52823,0.34,Ideal,G,VVS2,4.49,4.47,2.76,61.6,56.0,995
52824,1.22,Premium,G,SI1,6.89,6.84,4.26,62.1,58.0,6449
52825,0.32,Ideal,I,SI1,4.41,4.45,2.74,61.9,54.0,450
52826,0.39,Very Good,G,VS1,4.71,4.77,2.86,60.3,59.0,790
52827,0.36,Ideal,D,SI1,4.54,4.59,2.86,62.7,57.0,663
52828,0.31,Good,I,VS2,4.31,4.34,2.73,63.1,54.0,435
52829,0.5,Ideal,D,SI1,5.08,5.03,3.14,62.1,57.0,1610
52830,0.52,Ideal,G,VVS2,5.13,5.17,3.2,62.1,57.0,1911
52831,1.01,Very Good,F,SI2,6.36,6.4,3.97,62.2,58.0,4121
52832,1.02,Very Good,D,VS2,6.35,6.44,4.01,62.7,58.0,6974
52833,1.0,Ideal,E,SI2,6.32,6.3,3.97,62.9,56.0,3450
52834,0.37,Ideal,D,VVS2,4.61,4.64,2.85,61.6,54.0,997
52835,0.9,Good,G,SI1,6.07,6.1,3.89,63.9,60.0,3574
52836,1.29,Very Good,G,VS1,6.98,7.01,4.36,62.3,58.0,9105
52837,0.51,Ideal,G,SI1,5.18,5.22,3.19,61.3,55.0,1329
52838,1.5,Premium,F,VVS2,7.51,7.43,4.39,58.8,58.0,17203
52839,0.92,Ideal,J,VS2,6.31,6.22,3.83,61.1,57.0,3215
52840,1.34,Very Good,J,SI2,6.97,7.05,4.37,62.3,61.0,5787
52841,1.32,Premium,I,SI2,7.03,7.11,4.3,60.8,58.0,4704
52842,0.9,Premium,F,SI1,6.13,6.11,3.83,62.6,62.0,3437
52843,1.51,Very Good,I,SI1,7.28,7.33,4.61,63.1,56.0,7891
52844,0.53,Very Good,G,SI1,5.18,5.21,3.2,61.6,57.0,1336
52845,0.5,Good,D,SI1,5.03,4.98,3.21,64.1,56.0,1235
52846,0.9,Very Good,F,VS1,6.18,6.23,3.8,61.2,56.0,5324
52847,0.32,Ideal,D,SI1,4.41,4.37,2.69,61.3,57.0,756
52848,0.52,Very Good,G,VS1,5.22,5.13,3.22,62.2,63.0,1736
52849,0.34,Ideal,D,VS1,4.53,4.56,2.74,60.3,56.0,998
52850,0.35,Very Good,J,SI1,4.53,4.5,2.86,63.3,56.0,526
52851,0.54,Ideal,D,VS2,5.22,5.25,3.2,61.1,57.0,1892
52852,1.0,Good,I,VS2,6.51,6.45,3.87,59.7,64.0,4155
52853,0.9,Good,G,SI2,6.07,6.12,3.86,63.3,59.0,3162
52854,0.81,Very Good,E,SI1,6.07,6.1,3.67,60.3,60.0,2797
52855,0.31,Premium,D,SI2,4.35,4.3,2.71,62.7,59.0,593
52856,1.01,Good,G,VS2,6.37,6.4,4.03,63.1,59.0,5999
52857,1.0,Premium,E,SI1,6.33,6.25,3.79,60.3,62.0,5544
52858,0.43,Ideal,D,VS2,4.91,4.88,2.97,60.7,57.0,1129
52859,0.75,Premium,D,SI2,5.88,5.83,3.59,61.3,59.0,1858
52860,1.03,Ideal,I,VS1,6.54,6.57,4.01,61.3,53.0,5181
52861,0.7,Very Good,F,SI1,5.63,5.67,3.54,62.7,57.0,2196
52862,0.32,Ideal,H,IF,4.41,4.44,2.71,61.2,57.0,814
52863,1.01,Ideal,G,VS2,6.52,6.5,3.96,60.8,59.0,6019
52864,0.31,Premium,D,VS2,4.34,4.31,2.67,61.7,59.0,942
52865,0.9,Very Good,I,VS2,6.1,6.13,3.81,62.3,64.0,3605
52866,0.53,Very Good,J,VS1,5.19,5.23,3.2,61.4,56.0,1106
52867,0.54,Good,H,VS2,5.2,5.24,3.3,63.2,55.0,1338
52868,0.33,Ideal,H,VVS1,4.48,4.46,2.76,61.7,56.0,965
52869,0.53,Ideal,D,VS2,5.29,5.26,3.22,61.0,56.0,1783
52870,0.3,Ideal,G,VS2,4.28,4.33,2.64,61.3,56.0,526
52871,0.73,Good,H,VS1,5.63,5.67,3.62,64.1,58.8,2673
52872,1.04,Premium,G,SI1,6.56,6.5,4.01,61.4,57.0,5086
52873,0.53,Ideal,H,SI2,5.22,5.26,3.23,61.6,54.0,1020
52874,0.31,Ideal,G,VS2,4.35,4.45,2.7,61.4,57.0,544
52875,0.47,Premium,J,SI2,4.99,4.96,3.08,61.9,59.0,867
52876,0.32,Ideal,G,VS2,4.39,4.43,2.71,61.5,55.0,580
52877,0.36,Ideal,H,VS2,4.59,4.63,2.81,61.0,57.0,587
52878,1.27,Ideal,J,VS2,6.93,6.98,4.28,61.5,57.0,5442
52879,0.72,Ideal,H,VVS2,5.78,5.84,3.54,60.9,56.0,3475
52880,1.6,Premium,D,SI2,7.54,7.49,4.65,61.9,58.0,10064
52881,0.71,Fair,F,SI1,6.05,5.87,3.4,57.0,68.0,2198
52882,1.05,Premium,H,SI2,6.47,6.42,4.06,63.0,57.0,3822
52883,0.26,Very Good,D,VVS1,4.03,4.12,2.53,62.1,60.0,554
52884,0.32,Ideal,I,VS1,4.39,4.36,2.73,62.4,54.0,648
52885,0.58,Ideal,F,VS1,5.47,5.44,3.29,60.3,57.0,2227
52886,0.23,Premium,F,VVS2,3.99,3.94,2.43,61.3,59.0,571
52887,0.39,Good,G,VS2,4.67,4.62,2.96,63.7,53.0,942
52888,0.32,Premium,I,SI1,4.39,4.34,2.74,62.8,58.0,554
52889,1.05,Ideal,F,VS2,6.52,6.59,4.11,62.7,56.0,6403
52890,0.73,Ideal,H,VS1,5.79,5.76,3.58,61.9,55.0,2919
52891,0.51,Ideal,H,VVS2,5.19,5.22,3.12,60.1,57.0,1611
52892,1.51,Premium,F,SI1,7.34,7.3,4.55,62.2,59.0,11607
52893,1.01,Premium,E,VS2,6.42,6.34,3.96,62.1,58.0,6425
52894,0.51,Premium,D,SI1,5.22,5.2,3.14,60.3,59.0,1687
52895,0.37,Premium,F,SI1,4.6,4.56,2.86,62.4,59.0,791
52896,1.0,Ideal,J,VS1,6.43,6.38,3.99,62.3,56.0,4032
52897,0.32,Ideal,D,VVS1,4.39,4.41,2.72,61.8,56.0,1067
52898,1.24,Ideal,F,VS2,6.95,6.91,4.27,61.6,54.0,9569
52899,0.38,Very Good,G,SI1,4.62,4.66,2.85,61.4,61.0,666
52900,1.52,Premium,G,VS2,7.39,7.28,4.59,62.6,55.0,12958
52901,2.09,Premium,J,VS1,8.22,8.31,5.06,61.2,59.0,15035
52902,0.24,Ideal,F,VVS2,3.99,4.02,2.5,62.4,55.0,526
52903,1.23,Premium,D,SI2,6.81,6.78,4.23,62.3,58.0,6833
52904,1.21,Ideal,H,VS2,6.78,6.84,4.26,62.6,54.8,7426
52905,0.57,Good,H,VS1,5.36,5.29,3.39,63.7,51.0,1728
52906,0.52,Premium,I,SI1,5.14,5.04,3.2,62.9,58.0,1105
52907,0.56,Ideal,F,VS2,5.32,5.29,3.27,61.6,55.0,1814
52908,1.01,Good,D,SI1,6.48,6.5,3.79,58.4,62.0,5700
52909,1.01,Good,E,SI1,6.34,6.38,4.03,63.4,59.0,4912
52910,0.7,Ideal,G,SI2,5.73,5.78,3.52,61.2,56.0,2270
52911,0.7,Good,G,SI1,5.62,5.59,3.59,64.0,55.0,2016
52912,2.0,Good,G,SI1,7.84,7.93,5.06,64.2,59.0,17740
52913,0.3,Premium,H,VS1,4.31,4.27,2.59,60.4,61.0,675
52914,0.34,Good,E,SI1,4.44,4.46,2.82,63.4,55.0,556
52915,1.01,Good,D,SI2,6.33,6.37,4.03,63.5,61.0,4457
52916,0.3,Ideal,D,VS2,4.34,4.31,2.63,60.8,57.0,911
52917,0.71,Ideal,F,VVS1,5.73,5.77,3.55,61.7,56.0,5019
52918,1.71,Ideal,H,SI1,7.74,7.7,4.8,62.2,56.0,12641
52919,0.85,Very Good,D,SI2,6.05,6.13,3.74,61.4,60.0,3066
52920,1.5,Very Good,I,SI2,7.24,7.34,4.43,60.8,58.0,7392
52921,0.32,Ideal,E,VS2,4.39,4.43,2.74,62.1,55.0,639
52922,0.7,Very Good,E,SI1,5.61,5.66,3.55,63.0,55.0,2537
52923,1.0,Fair,H,SI1,6.03,5.95,4.05,67.6,59.0,4665
52924,0.4,Ideal,G,VVS2,4.72,4.74,2.95,62.4,56.0,982
52925,2.2,Very Good,H,SI2,8.28,8.17,5.21,63.3,57.0,11088
52926,1.18,Premium,G,VVS2,6.79,6.84,4.16,61.0,58.0,7881
52927,0.4,Very Good,D,SI2,4.75,4.72,2.99,63.1,57.0,798
52928,0.43,Very Good,F,SI2,4.91,4.97,2.88,58.3,62.0,633
52929,0.31,Very Good,F,VVS2,4.36,4.39,2.71,62.0,56.0,754
52930,0.4,Very Good,F,VS1,4.71,4.73,2.92,62.0,56.0,951
52931,1.52,Ideal,H,VS2,7.38,7.43,4.58,61.9,55.0,11379
52932,0.4,Fair,F,SI1,4.67,4.63,3.01,64.7,58.0,857
52933,0.3,Ideal,D,SI1,4.25,4.28,2.65,62.1,57.0,524
52934,0.32,Premium,G,VS2,4.39,4.37,2.74,62.6,58.0,720
52935,0.47,Fair,E,SI1,4.84,4.65,3.24,67.9,56.0,829
52936,0.42,Very Good,F,SI1,4.83,4.87,2.94,60.6,61.0,722
52937,1.12,Ideal,G,SI2,6.68,6.64,4.14,62.2,55.0,4955
52938,1.02,Premium,G,SI1,6.59,6.55,3.87,58.9,59.0,5226
